Product Name,Customer ID,Order City,Quantity,Total Sales Value,Order Status,Timestamp,Unit Price
Tablet,caa3c3be-bf3a-4018-a02d-98cf0e24cd34,New York,10,1564,Shipped,8/14/2024,156.4
Keyboard,5d3f7f12-834b-4018-9455-e9301e005d6e,Miami,9,2522.61,Delivered,6/20/2024,280.29
Headphones,671f0cce-5ebb-4f65-893d-b50b4fe787c8,New York,3,1211.7,Shipped,12/7/2024,403.9
Headphones,fd5080ff-31a7-49f8-b406-968bdf68aa92,Seattle,8,1485.52,Shipped,12/22/2024,185.69
Tablet,bd857fe9-beed-4485-b946-9c0d5bb0fa46,Dallas,8,3796.24,Delivered,6/19/2024,474.53
Headphones,adced79b-67b1-4c4b-90e3-45693fa993a6,Miami,6,555.36,Cancelled,12/19/2024,92.56
Camera,ae28479e-58e8-4ef6-bb3e-b24c47a9eafc,New York,8,2616.72,Shipped,6/24/2024,327.09
Smartphone,d99105f3-ed27-4bec-9e4c-1811a05cd29e,Chicago,3,483.84,Cancelled,9/14/2024,161.28
Mouse,ff3f72e3-b1e9-4fdf-93b5-c637e612161e,Seattle,4,1261,Pending,3/13/2024,315.25
Gaming Console,65be8802-cbdc-49cf-96d4-aad2707c91ec,Boston,8,2942.32,Cancelled,1/2/2025,367.79
Tablet,78b74c25-6d5c-4f4a-bcc0-7c4e8099f231,San Francisco,9,4205.7,Pending,2/12/2024,467.3
Mouse,b3f463fd-af4d-4ecc-8b93-c4af01bd0a8b,Chicago,4,1944.88,Cancelled,7/23/2024,486.22
Smartwatch,56222fa9-2b95-436c-b771-214b0ce45d3d,Houston,4,562.44,Shipped,10/19/2024,140.61
Smartwatch,027b0d0c-e877-44ff-8173-8c7e4dce8e0e,Boston,1,104.08,Delivered,12/15/2024,104.08
Smartwatch,4c6c9b67-e256-41e2-8850-cef80348ec9f,New York,8,2653.04,Cancelled,2/20/2024,331.63
Tablet,c18727b3-b51a-45f5-af21-d1e40685a4e9,Boston,3,1482.45,Delivered,4/13/2024,494.15
Laptop,f3df5083-68d2-4563-8fc7-a8f371dbe2fb,San Francisco,8,3411.36,Cancelled,9/16/2024,426.42
Keyboard,8938ce65-e15d-4dff-9154-77d410360af1,Los Angeles,8,1099.92,Pending,10/12/2024,137.49
Smartwatch,0ce7028a-32c5-467c-bd44-5c8aeafca5b1,Houston,1,490.51,Delivered,1/26/2025,490.51
Monitor,d7c10307-f089-4dab-8eb5-00c9d61d2df8,Houston,1,115.67,Delivered,8/21/2024,115.67
Tablet,07d3ee32-26bb-4e7c-99fd-2676917b1aff,Seattle,4,1668.96,Delivered,8/25/2024,417.24
Laptop,1b0d22ac-40f1-4163-aeb4-607881a6febd,Seattle,6,659.46,Shipped,4/22/2024,109.91
Tablet,8ea7ef51-b755-402a-a800-dd9bf2f3c4a9,Chicago,4,1999.8,Pending,3/2/2024,499.95
Keyboard,6e45cb1b-bd1f-4700-8290-26607e329af4,Phoenix,10,461.9,Cancelled,7/2/2024,46.19
Mouse,f28c7224-c5b9-41f9-a8f1-5b779664b3f6,Phoenix,3,595.59,Cancelled,1/5/2025,198.53
Camera,95b05b61-f57b-43f3-ad0d-7c4a88365aab,Miami,6,336.96,Pending,6/21/2024,56.16
Mouse,3eaa4f3b-372c-43bb-8b7a-cb6a847fbb90,Los Angeles,4,507.48,Cancelled,12/18/2024,126.87
Headphones,8c000a6e-a436-4465-9d89-3eb333e9d2bf,Los Angeles,9,2823.84,Pending,2/1/2025,313.76
Smartwatch,6f634c28-fc20-4d44-8267-d5e5f143eddc,Chicago,9,4135.95,Delivered,6/29/2024,459.55
Mouse,74c29fe3-5ffd-47b0-9b4b-62693f1b4927,Seattle,5,1487.45,Pending,12/16/2024,297.49
Keyboard,0b2f41a8-47eb-4d8c-912c-ccf2d08b664e,San Francisco,5,1268.45,Pending,2/5/2024,253.69
Keyboard,a5410285-e81c-4388-88dc-ac5cbb77004b,San Francisco,4,1913.28,Shipped,2/5/2024,478.32
Monitor,ff76fc2b-584a-417a-b844-10c20d9e18f1,Miami,2,277.9,Cancelled,12/13/2024,138.95
Smartwatch,472e02ed-1ec8-4550-bcbd-158668312e85,Boston,4,941.6,Shipped,12/12/2024,235.4
Tablet,93995b24-5cd6-4677-bb09-622bc34256b6,Miami,9,2964.33,Shipped,10/15/2024,329.37
Mouse,d2df8967-0226-4301-95de-035eb69f904c,New York,2,449.74,Shipped,7/22/2024,224.87
Monitor,8e1a57e0-b55c-433c-9c8f-4a0d3e2232ab,Seattle,9,873.54,Delivered,11/17/2024,97.06
Monitor,42794e69-b313-44d9-835a-d6324a1934dd,Seattle,6,2640.42,Delivered,2/18/2024,440.07
Smartwatch,1a270e94-f1ed-48ae-ad86-680a6377a390,Miami,2,714.46,Delivered,4/27/2024,357.23
Tablet,dadeb952-04fd-4cb7-9978-aa131eabf8af,Boston,10,3442.3,Shipped,3/31/2024,344.23
Smartphone,8955bca5-9787-443b-9a99-6945a35cd638,Phoenix,1,374.71,Shipped,5/11/2024,374.71
Smartwatch,17a954bc-3d2a-4791-8872-803ecccd7294,Houston,7,1655.85,Cancelled,9/13/2024,236.55
Monitor,833a7018-29c9-48a9-95dd-b926e177bd52,Dallas,1,315.99,Shipped,8/9/2024,315.99
Laptop,14a56899-6d07-4c34-baa0-25485f0410c0,Los Angeles,9,924.3,Cancelled,8/15/2024,102.7
Headphones,3dbb8023-d5bc-4788-a1b5-1c99f9179e28,New York,7,2412.06,Delivered,6/25/2024,344.58
Laptop,9b1bb7d3-5bea-465b-9e71-aca1133d6072,Chicago,2,206.78,Pending,3/14/2024,103.39
Monitor,ef79f0ed-6000-4056-8ec2-f38f2396d0fe,Phoenix,2,995.76,Delivered,2/13/2024,497.88
Keyboard,27fc9553-24a0-427a-9984-91a2397e80d1,Houston,5,167.05,Cancelled,12/15/2024,33.41
Keyboard,657aaf88-20dc-49a9-bd54-45376eedb1cd,Boston,2,22.08,Shipped,9/2/2024,11.04
Smartwatch,d1ffa832-bae7-4388-a5b9-ebe63957379a,Houston,9,874.44,Pending,6/7/2024,97.16
Smartphone,adbc6b39-4e11-4527-a96b-d6c29dd3d50f,Houston,1,227.06,Shipped,10/5/2024,227.06
Gaming Console,c280e687-310a-49d9-8ebb-6a7676cd297f,Boston,3,415.47,Shipped,4/12/2024,138.49
Mouse,3565825e-61dd-415e-954c-43cb4a785cc2,Houston,6,2324.94,Cancelled,1/7/2025,387.49
Laptop,4f5c851b-bfd4-4a47-ad36-6d02f3e6e63b,Houston,1,269.5,Shipped,8/7/2024,269.5
Camera,2abe142c-8c97-4141-b730-621df18e2725,Miami,4,1784.76,Pending,4/25/2024,446.19
Keyboard,174db28e-139b-43f6-8333-b34e08c889d4,Boston,10,2420.5,Shipped,3/13/2024,242.05
Mouse,2f3c316d-a53e-4fce-9b39-9689fc04cdd4,Dallas,4,787.92,Cancelled,6/27/2024,196.98
Monitor,6aa0f108-8883-41d0-b68a-3c22b2af5826,Dallas,7,2799.09,Pending,5/24/2024,399.87
Gaming Console,aac5674f-1736-4eac-993c-12b5fbd74099,Dallas,10,4652.6,Delivered,10/23/2024,465.26
Headphones,f1e152e4-7700-4aee-994c-835a6b5967d4,Boston,3,404.31,Cancelled,6/5/2024,134.77
Gaming Console,054d20a0-1863-428e-ae12-f80fe4c73273,Houston,5,1123.55,Pending,4/30/2024,224.71
Camera,2ae2eef8-4ccc-4460-b9db-9918b02842ce,Phoenix,10,878.8,Pending,3/22/2024,87.88
Tablet,464cda83-4e78-4953-869f-cce1435ce880,Dallas,4,551.44,Pending,9/29/2024,137.86
Laptop,d7cb98ce-b799-469c-9582-9c46f92e69c4,Boston,8,2533.44,Shipped,11/25/2024,316.68
Tablet,2488be3f-e21e-49fe-adf1-13fb4cd33ac4,Houston,10,4471,Shipped,5/26/2024,447.1
Gaming Console,617aa61a-6ad8-406b-b17b-b62bb8651e51,Boston,10,2212.7,Delivered,1/16/2025,221.27
Laptop,1a8d793f-4b77-4460-af90-afb199346d94,San Francisco,10,3179.3,Cancelled,12/29/2024,317.93
Camera,8557f06a-7a3d-4521-b2bf-61db720848d2,Los Angeles,6,2537.88,Cancelled,2/21/2024,422.98
Camera,5435f13f-880c-4501-8929-f52472fe69df,Dallas,10,2082.7,Cancelled,5/18/2024,208.27
Tablet,1489a4f1-d91d-4bd9-952f-5f878b837c65,New York,4,792.6,Pending,10/7/2024,198.15
Mouse,89f50cf9-0e7b-413a-93d2-674cb64f1c11,Phoenix,5,1186.3,Cancelled,10/27/2024,237.26
Smartwatch,ff41332e-93e1-49cc-bcab-c47888f200eb,Miami,4,577.68,Shipped,1/26/2025,144.42
Smartwatch,8559be8b-d1b1-46e2-9d9a-ef02a6ed764f,Houston,6,876,Shipped,3/3/2024,146
Smartphone,9ebbfbdd-a166-4ea4-9c9c-3b11b10e3a6b,Miami,2,408.9,Pending,10/28/2024,204.45
Mouse,efb981ec-4848-4fc9-a4e8-9df56121e78c,Chicago,10,3361,Pending,1/12/2025,336.1
Headphones,e6cf9880-19fb-4438-88ba-977078dc5d4c,Chicago,1,190.06,Cancelled,5/16/2024,190.06
Keyboard,c3b23771-428c-4f6a-bd1e-0a057d2f97d2,Chicago,9,3191.22,Cancelled,8/25/2024,354.58
Gaming Console,047f10e4-da63-45c8-8553-30e4032bb1c4,Seattle,3,1492.62,Pending,1/12/2025,497.54
Mouse,a23954a2-4a7d-4e7e-adaf-dbe7e57857ac,Chicago,1,434.37,Pending,7/17/2024,434.37
Mouse,88119b40-b437-401a-a93c-0216373a2663,Boston,10,2405.9,Delivered,1/2/2025,240.59
Laptop,47159b2c-5d6e-4136-b623-8f3e68543b15,Phoenix,8,3084,Cancelled,5/23/2024,385.5
Tablet,29bb15d3-3fde-4aa8-bacb-6ca5d8d5035e,Chicago,9,872.46,Shipped,4/22/2024,96.94
Mouse,632ab98a-bf59-4e24-a7e9-0a1148ffe4f9,Los Angeles,9,3033.81,Pending,1/15/2025,337.09
Gaming Console,cb47fcf2-a0cc-4c7d-85d5-054a370ed812,Chicago,1,193.51,Pending,7/12/2024,193.51
Laptop,88d1a76a-0c5c-4e7c-ad98-836aad83c7a9,Chicago,7,911.96,Shipped,12/17/2024,130.28
Smartwatch,62259cd3-17be-4328-b722-c7fea0708a88,Dallas,1,122.25,Delivered,5/25/2024,122.25
Camera,6671275a-8715-4fd6-a455-ae3f2d7d0cd9,Houston,4,1672.08,Delivered,7/28/2024,418.02
Keyboard,a73afb44-b368-4d4e-a35a-78a328fd7482,Phoenix,3,1435.74,Delivered,1/21/2025,478.58
Smartphone,efc6530f-ed1e-4c42-b7c8-ead3fa01de46,Dallas,8,820.72,Delivered,10/30/2024,102.59
Camera,0f3ee179-34f1-440d-bec8-6300825fa83e,Dallas,1,335.08,Pending,4/13/2024,335.08
Keyboard,a9ce34f4-5341-424d-ac14-1a4261f755fc,New York,5,2156,Delivered,12/2/2024,431.2
Monitor,9d423d9f-864c-4fe0-b0a0-1e5a8653e5c3,Seattle,6,457.86,Delivered,6/15/2024,76.31
Keyboard,a4941c20-fc89-465f-88be-25230a617ee9,Seattle,3,563.22,Pending,7/12/2024,187.74
Camera,bc75f737-96df-4379-9103-a5684d0827c9,Miami,6,1440.48,Cancelled,4/21/2024,240.08
Keyboard,eb64780e-6c03-4934-ae85-28f25d430242,Miami,5,1524,Shipped,10/29/2024,304.8
Laptop,baa31fd6-eb17-4cb4-b800-cce7eefcf65d,Boston,5,1083.6,Pending,5/4/2024,216.72
Tablet,49679494-1088-46e0-a074-161dc061c3ab,New York,10,2613.3,Shipped,8/19/2024,261.33
Mouse,1591e914-5db6-4546-9172-57c925001d73,Houston,4,312.52,Shipped,2/17/2024,78.13
Tablet,98be75dc-1bde-4fbf-9ff7-f8ee0e3de15f,Chicago,10,4058.6,Delivered,4/4/2024,405.86
Headphones,3933b757-3efc-4409-afbc-6e73fc602db3,Phoenix,7,2457.07,Delivered,10/4/2024,351.01
Tablet,36264989-88d5-4386-a81e-5b9fac0eec33,Miami,1,231.82,Pending,5/26/2024,231.82
Gaming Console,c991a253-eafa-4f1f-bce3-21be5ffa130d,Boston,6,717.36,Delivered,5/19/2024,119.56
Monitor,4e6116c5-1b28-4d6c-b0c5-e51ff104d438,Dallas,4,1488.96,Pending,1/18/2025,372.24
Camera,e8d26837-0e0d-4676-8307-4a11b1c13062,Los Angeles,4,886.52,Pending,7/14/2024,221.63
Laptop,2ebc234d-d256-451c-a56b-fda6dccdfcc7,Boston,10,2566.6,Cancelled,7/4/2024,256.66
Gaming Console,139d692e-583a-4e9b-91e5-f6820d147da5,Chicago,3,387.03,Delivered,11/8/2024,129.01
Monitor,99d6f933-5618-4be9-ba07-0a5e60940569,Houston,6,1650,Pending,10/29/2024,275
Gaming Console,aee60c74-85ff-4638-9340-e3023007c848,New York,4,1977.64,Shipped,9/7/2024,494.41
Camera,f14b47be-2961-4121-97c2-616c40c31dac,Dallas,5,997.7,Shipped,4/10/2024,199.54
Keyboard,00ec2e82-fd6b-466a-9f30-d8ffe936c5e0,Houston,6,1277.4,Cancelled,4/24/2024,212.9
Keyboard,7bbaef94-292f-460e-81a9-e107a66fcf33,Phoenix,4,1681.32,Cancelled,4/13/2024,420.33
Laptop,a24d4515-451c-4a19-8351-df907ae56254,Houston,1,243.76,Pending,3/4/2024,243.76
Camera,595452e6-de97-4158-9e90-6a29bc17267f,Houston,7,2835.49,Cancelled,6/17/2024,405.07
Smartwatch,9464614b-abdb-4c1a-8a16-13efbbdb7802,Los Angeles,3,1398.72,Cancelled,8/2/2024,466.24
Gaming Console,d022a78d-48d2-47e6-bab0-ae853220e072,Dallas,5,2044.85,Delivered,5/29/2024,408.97
Headphones,f3d56b5c-054b-4859-a1be-7220eafbad04,Phoenix,10,2787.6,Pending,3/11/2024,278.76
Smartphone,b4749109-4d30-464f-8c06-25569d8b543c,Seattle,3,1084.14,Pending,2/1/2025,361.38
Keyboard,87318b87-5acc-492e-bf32-78c00e8cbad3,Boston,8,829.2,Delivered,6/3/2024,103.65
Smartwatch,818a9256-bc47-455e-8ec7-994a6c34a805,Chicago,10,2785.2,Pending,6/4/2024,278.52
Gaming Console,55404f20-9225-49f3-b441-3834b45a64ab,Houston,9,817.29,Delivered,9/12/2024,90.81
Gaming Console,2f65d9c5-25c2-42b6-a88b-66b606b7abb8,Seattle,2,430.48,Shipped,1/11/2025,215.24
Keyboard,e1a899d6-d35a-48cb-8715-e52b5cd17607,Dallas,3,972.81,Shipped,11/18/2024,324.27
Keyboard,dee86563-da7a-4a19-8c5b-f93d3911bf9b,Phoenix,9,1910.97,Delivered,2/18/2024,212.33
Headphones,8dac02dd-6e6d-480d-937a-b38ed3d9651c,Los Angeles,7,2271.29,Pending,10/17/2024,324.47
Gaming Console,45ebaad8-2fad-4aae-9107-436ecb273eb0,Houston,4,899.32,Pending,1/9/2025,224.83
Monitor,bbe378f5-34ad-450c-a19e-640174ee74db,Houston,3,1010.13,Cancelled,1/28/2025,336.71
Keyboard,0ae78bf5-e6c1-4157-8ecc-da86960f4d99,Los Angeles,2,979.26,Delivered,5/29/2024,489.63
Smartwatch,9173ac80-96ea-4e3f-9db3-1f4b98c3f917,Boston,7,497.21,Pending,9/5/2024,71.03
Gaming Console,12797b6a-eefc-4595-a1ba-12a58da47d48,Boston,2,818.92,Pending,10/13/2024,409.46
Smartwatch,94e461ee-c9a6-4ecf-9d13-21d2ee68bbb3,New York,1,197.32,Delivered,9/8/2024,197.32
Keyboard,b9d8f5fb-2f0e-47ef-bbee-00a91e8a8c61,Dallas,4,1707.72,Cancelled,12/17/2024,426.93
Laptop,dc66737b-31fe-4cf0-9b78-38bc0aeacfe4,Miami,10,825.2,Shipped,2/13/2024,82.52
Smartwatch,58f81247-3016-4dc0-a8bc-039f6118c3eb,Phoenix,10,4430.7,Shipped,5/30/2024,443.07
Mouse,689c3b8a-974f-4b50-8a6c-f31385a8ffed,New York,9,1632.6,Shipped,1/20/2025,181.4
Smartwatch,9df0eff8-5c17-4d04-8ded-eeeb0380fcfa,Dallas,3,58.86,Pending,6/14/2024,19.62
Gaming Console,1d18fcc2-e125-4a06-a7a0-2b6b531181c8,San Francisco,7,2365.3,Cancelled,12/23/2024,337.9
Monitor,03821eb4-49b9-408c-9314-6cb2bf17f727,Houston,4,308.04,Pending,4/18/2024,77.01
Headphones,57b99c13-9081-441b-97ff-bcc83e3d64cd,New York,1,307.11,Cancelled,10/31/2024,307.11
Headphones,587d63fb-1955-489f-9399-011c6fe31c69,Phoenix,3,1427.76,Pending,11/10/2024,475.92
Mouse,7dc443e1-d414-4ce8-8d3a-46587b84a0b3,Chicago,3,1423.71,Pending,5/3/2024,474.57
Monitor,ca7fffd8-665d-463c-b189-c8c7930d42ed,Dallas,4,1975.76,Cancelled,5/11/2024,493.94
Monitor,e1110834-106f-4b86-92f9-7a5a123d8aeb,Seattle,2,982.48,Delivered,5/21/2024,491.24
Mouse,abaca01b-0283-4f22-90da-9e991b2985ed,Dallas,9,4324.32,Pending,2/17/2024,480.48
Keyboard,b107d0e6-540b-45db-92d0-8fdc0d194c11,San Francisco,2,57.44,Delivered,10/20/2024,28.72
Smartphone,d6baad79-0dbc-4667-a2a9-d0595d9aa82e,Chicago,2,244.56,Delivered,10/25/2024,122.28
Monitor,e4ea2824-4608-4a4d-82c3-9a173f52efe9,New York,3,106.23,Pending,1/3/2025,35.41
Laptop,ba4fb9ba-4f98-4e82-a69f-dac27414eedd,Seattle,9,2211.66,Delivered,12/23/2024,245.74
Smartwatch,b2266f57-5a82-4ecc-9c6c-73bece3c0393,Los Angeles,7,2526.86,Delivered,10/24/2024,360.98
Gaming Console,92caf966-1ede-4c04-a521-8d8eedd839e9,Boston,7,1096.9,Pending,4/11/2024,156.7
Tablet,3e44f15c-c9bf-47ee-9a74-3c10f26023ff,Boston,3,1097.61,Cancelled,2/18/2024,365.87
Headphones,0ad9078f-06e6-4152-96e3-5cbe8269539b,Dallas,1,126.5,Delivered,10/2/2024,126.5
Keyboard,26bbd59a-898c-48d9-9b05-7f5693060838,Boston,1,287.82,Cancelled,3/5/2024,287.82
Keyboard,b8fd7d2d-51e1-42dd-8fc5-745638ff700a,Boston,6,904.98,Cancelled,1/20/2025,150.83
Smartwatch,8ebd76be-c1cb-46c7-aa22-796cafa12ca9,Houston,1,472.23,Pending,1/27/2025,472.23
Smartwatch,1423f009-457c-41db-939b-5e0b08ec7ba1,Boston,5,1895.15,Pending,7/23/2024,379.03
Gaming Console,a7061d71-8133-497a-8fe9-d8c2af593be8,Phoenix,3,896.73,Delivered,3/2/2024,298.91
Smartphone,533676ca-ce37-402f-b614-f86c85428a1d,Phoenix,6,1126.14,Shipped,7/9/2024,187.69
Tablet,cba45749-4f00-4c56-b798-fc36f239a512,Miami,5,484.85,Cancelled,12/1/2024,96.97
Camera,5523cbec-c1f5-44e5-bf36-30d39ab5dfe0,Dallas,7,2444.19,Delivered,11/23/2024,349.17
Headphones,7118c03a-29ec-4c3f-8242-704719067020,New York,7,3409.42,Pending,4/28/2024,487.06
Camera,24cf1408-cb4a-4cd4-afd6-1712ddf5ef89,Miami,1,152.74,Pending,5/21/2024,152.74
Smartwatch,1c193323-c28a-4274-974b-b01c068ab6bb,Seattle,2,394.88,Delivered,5/27/2024,197.44
Mouse,c950e34b-9826-4346-a8ba-2595bad6770b,Miami,10,452,Shipped,9/23/2024,45.2
Monitor,901ce162-79a6-42cc-abd8-8573886cce65,Chicago,9,606.69,Delivered,3/11/2024,67.41
Monitor,46f88c8a-5616-4c08-8b8a-c75be7ac89ba,Phoenix,9,3885.66,Shipped,11/29/2024,431.74
Keyboard,dcb323ef-126a-4c74-8191-47891425e66d,Houston,7,1954.82,Delivered,10/10/2024,279.26
Gaming Console,c869e1f6-7af9-4754-838c-fec875264b8c,Seattle,5,1105.85,Cancelled,7/22/2024,221.17
Tablet,1e493bef-ca4e-476a-8460-11f22a1c50e6,Los Angeles,9,4364.28,Delivered,11/21/2024,484.92
Camera,4fab5a4c-a94c-4222-a9dc-0e297bcad5e7,Houston,7,3103.1,Pending,12/22/2024,443.3
Tablet,cf6c511a-80e0-40ec-8b5b-bccb45e8bc2f,Boston,3,595.35,Cancelled,7/4/2024,198.45
Tablet,c2ff6514-cc44-4719-a33d-36001adfcc8f,Phoenix,4,386.88,Shipped,1/12/2025,96.72
Monitor,3788c6c8-7775-4a31-9e05-18dd12a9e2a6,Dallas,9,3790.62,Cancelled,1/3/2025,421.18
Camera,57005ce4-40e0-4116-b020-72d6d93137e6,New York,10,1258.3,Shipped,6/26/2024,125.83
Camera,a79b7123-19c9-42c0-821f-f215657ff2de,Miami,3,942.42,Shipped,10/31/2024,314.14
Keyboard,8808be8d-6694-476e-98a5-ba9686184aba,Boston,9,619.2,Pending,5/29/2024,68.8
Gaming Console,93446127-2949-4bbc-bc04-30a1bb5811f0,Phoenix,1,42.17,Shipped,7/21/2024,42.17
Smartphone,cf8b6125-2106-4fae-b7d1-23f057502b02,Houston,9,3707.1,Pending,5/17/2024,411.9
Laptop,d208033f-d6c4-4a15-a7da-c74723e4e90e,Los Angeles,4,380.84,Cancelled,4/12/2024,95.21
Camera,530b0dab-266c-45d6-9107-ab027c26ce02,Phoenix,9,2496.96,Cancelled,12/7/2024,277.44
Smartphone,a4730999-42c6-4328-b86c-d5dbd5f32aac,Phoenix,7,694.96,Shipped,8/14/2024,99.28
Smartphone,3a3d4b08-d962-4d0e-a91f-58b4faf88a22,Miami,4,970.8,Delivered,3/21/2024,242.7
Camera,4136db6d-84a3-48ae-a950-4176c17f064d,Phoenix,5,946.65,Delivered,5/29/2024,189.33
Headphones,135d8ee6-5332-4a58-b8c8-c89fda317d5e,Phoenix,7,113.54,Cancelled,11/29/2024,16.22
Tablet,8a3070f3-261f-40ab-a60a-c4f4a6c9dede,Los Angeles,5,1711.75,Pending,11/11/2024,342.35
Tablet,e1457672-4aae-4a28-b22e-00cfe60652bf,Seattle,1,18.53,Delivered,7/12/2024,18.53
Smartwatch,412d1448-19c4-44e1-ad88-6d5c9c12b0b7,Boston,10,914.3,Shipped,1/10/2025,91.43
Headphones,c56d655e-a1e6-4b63-86ba-2f0a7a1186f9,San Francisco,7,3180.52,Delivered,5/22/2024,454.36
Gaming Console,f51d73bc-37a3-46ae-b684-47c5b98706cc,Houston,10,3940.7,Cancelled,1/19/2025,394.07
Tablet,961ddbd8-8dc3-49a0-84a1-2a85137d7250,Phoenix,10,3852.5,Pending,7/23/2024,385.25
Camera,545d6a8f-979c-41b3-984a-c80764fa338b,New York,7,912.38,Cancelled,11/21/2024,130.34
Keyboard,e2d63ed0-b37a-458c-9464-5138b58ade99,Los Angeles,3,827.46,Shipped,5/24/2024,275.82
Keyboard,43533bf7-5b50-4e17-b6d9-56e13dd67acd,Miami,6,2594.82,Pending,12/9/2024,432.47
Laptop,c56ac2bb-3f64-4ec3-9f07-cd1f1bab7170,Houston,3,938.67,Delivered,3/29/2024,312.89
Camera,61704647-6548-4fbf-8e6b-dd1f2930f808,Miami,10,3667.5,Shipped,4/20/2024,366.75
Camera,4bf03f99-f70a-4cbf-97a7-415b80646bdb,Los Angeles,8,920.08,Cancelled,3/26/2024,115.01
Smartwatch,0d9b9423-8d01-4cad-81d6-1efa31c682d2,Los Angeles,9,2248.29,Delivered,1/28/2025,249.81
Keyboard,406fd152-2f6c-4b0c-b363-4956b40023cd,Chicago,7,800.52,Delivered,1/4/2025,114.36
Laptop,6a111aea-f1f2-4e26-9017-556bb8dc75ed,Houston,8,3407.2,Delivered,8/31/2024,425.9
Smartwatch,5bab3551-f94c-4c6b-9af2-b805cd50a9b8,Chicago,3,906.63,Pending,4/18/2024,302.21
Camera,4b44e637-dcdf-49a0-848e-c69b170023ca,Dallas,3,1127.43,Delivered,3/30/2024,375.81
Smartwatch,4b8bada0-4d18-4343-ae52-62cc917f8c1d,Dallas,8,1765.04,Shipped,8/20/2024,220.63
Tablet,c5b9809e-7a35-4fb7-be9e-a319bfa75e14,San Francisco,2,229.3,Delivered,12/14/2024,114.65
Gaming Console,abe6ea26-709f-4409-97c0-2e9e52bca3d2,Miami,2,721.26,Delivered,1/6/2025,360.63
Camera,e2aec201-19e9-469a-a1c7-ba72c7e26d1d,New York,6,93.84,Pending,4/24/2024,15.64
Laptop,d9fee2f7-8673-458b-94df-7a3277015c53,Phoenix,1,129.29,Shipped,1/5/2025,129.29
Monitor,763d0d49-f6e4-422c-98ff-47009c7f09b9,Houston,9,2464.74,Pending,1/1/2025,273.86
Gaming Console,f161f8df-feae-4e5a-a383-b97065321afc,Seattle,5,789.25,Cancelled,3/19/2024,157.85
Monitor,c662b745-8386-4eec-a0b0-f516a249f789,Boston,9,1891.53,Cancelled,12/22/2024,210.17
Keyboard,e850718c-0648-4f0e-a1db-0f50b8c99d88,Los Angeles,9,958.5,Shipped,5/12/2024,106.5
Headphones,7d94f9cb-10bc-4525-8bb1-2dc67758aab8,Chicago,10,4913.7,Shipped,7/12/2024,491.37
Headphones,0a9783eb-f558-49db-9b65-16b0ae953f27,New York,1,120.51,Cancelled,9/25/2024,120.51
Camera,afdd2c07-f749-48da-8cc4-2cc9d530e100,San Francisco,3,439.29,Cancelled,11/6/2024,146.43
Keyboard,65f0d92e-cf7c-45fc-9e00-dd7da4359912,Phoenix,8,3189.68,Shipped,5/6/2024,398.71
Mouse,28bc6a82-79f4-4e91-9933-126ab6169725,Miami,5,593.45,Delivered,8/16/2024,118.69
Smartwatch,2b569de4-f409-45bc-9cbe-b018cde6a3c9,Miami,1,381.01,Shipped,6/3/2024,381.01
Smartphone,119ba1dd-b980-40f8-9923-90b74f1c53ae,Chicago,9,1709.37,Pending,7/10/2024,189.93
Mouse,5ca151d6-7dcb-4598-8f47-1fc25c9a5ef9,Chicago,9,3082.5,Cancelled,3/23/2024,342.5
Tablet,d446bf30-d0d4-448c-9ccc-9a9e87508912,Miami,9,2578.59,Pending,2/29/2024,286.51
Tablet,d69d9618-66e3-42d4-9025-4648190f9bb9,Seattle,5,1323.85,Cancelled,9/6/2024,264.77
Gaming Console,fe97a9c6-d513-49f2-9425-a359daadad4b,New York,6,743.88,Delivered,7/15/2024,123.98
Smartphone,6e536b90-6fd5-4502-943f-9173f62d470c,Dallas,10,4438.7,Shipped,2/11/2024,443.87
Tablet,e61533e8-b05f-4f92-ad84-d0a16a283d74,Boston,6,2052.3,Cancelled,9/20/2024,342.05
Mouse,b4bc8df4-a89c-4dab-9dd5-3ab817b6c742,Boston,1,442.31,Delivered,3/26/2024,442.31
Keyboard,ce75e7bd-47df-49e5-b671-ef2cc69a299f,San Francisco,9,898.2,Delivered,11/19/2024,99.8
Headphones,52dbf355-b6f4-4d8e-b859-3e016ba4eea9,Houston,9,1140.21,Pending,2/6/2024,126.69
Monitor,d28592fc-48bc-4625-814f-cceb8be01458,Boston,8,3009.36,Cancelled,11/24/2024,376.17
Headphones,623fa200-aff9-4290-b602-4dc79f73ab44,Dallas,9,3871.8,Shipped,4/20/2024,430.2
Keyboard,44a051e2-ee2d-44e0-9016-2660d9ec1d1b,Boston,9,3306.15,Delivered,2/26/2024,367.35
Camera,1e9cd3cc-c2b5-4c37-b27c-e65e670768f4,Boston,9,2934.9,Delivered,11/17/2024,326.1
Laptop,1b794fd0-a9f0-407d-903e-166807711c15,Houston,1,11.67,Cancelled,7/23/2024,11.67
Headphones,3d6c3ddf-6661-439a-a4c5-c8e0770c1013,San Francisco,8,1869.52,Pending,10/2/2024,233.69
Camera,e2fa8f64-f934-4545-b22b-0391e8288ec2,Phoenix,6,955.02,Pending,4/27/2024,159.17
Laptop,3aa29b07-e26e-467a-bdd4-7e0d3e94b790,Miami,7,609.63,Cancelled,12/1/2024,87.09
